-32406	71
-32029	70
-31637	69
-31249	71
-30846	69
-30448	70
-30129	75
-29813	70
-29549	70
-29234	72
-28971	72
-28691	67
-28396	68
-28140	72
-27869	75
-27621	75
-27415	67
-27198	68
-26938	74
-26733	75
-26543	68
-26331	75
-26133	76
-25931	79
-25766	78
-25585	83
-25409	78
-25228	84
-25055	85
-24889	84
-24718	84
-24572	87
-24429	82
-24258	79
-24104	89
-23961	86
-23830	83
-23704	90
-23578	99
-23468	92
-23359	93
-23251	88
-23132	85
-23012	88
-22901	87
-22787	85
-22665	102
-22561	107
-22445	99
-22335	116
-22228	99
-22118	95
-22021	112
-21928	108
-21834	101
-21749	102
-21655	110
-21557	103
-21465	100
-21371	103
-21281	110
-21190	113
-21100	120
-21011	133
-20922	110
-20833	126
-20741	114
-20659	101
-20577	121
-20499	131
-20414	129
-20324	134
-20244	131
-20163	128
-20080	134
-20007	147
-19930	130
-19856	152
-19781	117
-19702	129
-19627	136
-19552	134
-19479	139
-19399	139
-19317	139
-19240	153
-19167	144
-19095	132
-19020	155
-18948	150
-18879	146
-18809	154
-18739	162
-18670	165
-18601	173
-18531	170
-18460	164
-18390	154
-18320	171
-18248	165
-18178	180
-18110	183
-18043	172
-17976	168
-17902	206
-17831	168
-17765	193
-17698	188
-17631	198
-17564	183
-17498	184
-17431	186
-17363	196
-17297	210
-17230	194
-17164	185
-17097	238
-17031	186
-16967	231
-16900	214
-16834	218
-16768	224
-16701	225
-16633	223
-16565	239
-16498	250
-16433	224
-16367	224
-16299	226
-16234	240
-16170	228
-16105	275
-16040	266
-15976	249
-15912	270
-15847	264
-15783	251
-15718	253
-15651	263
-15585	282
-15519	273
-15455	299
-15390	274
-15326	268
-15262	271
-15198	316
-15132	314
-15066	307
-15002	294
-14937	322
-14873	304
-14809	319
-14745	316
-14681	321
-14617	321
-14552	354
-14488	351
-14424	348
-14360	373
-14296	352
-14230	350
-14165	389
-14100	377
-14035	367
-13971	382
-13907	368
-13843	405
-13779	396
-13715	397
-13651	376
-13586	409
-13522	437
-13458	418
-13394	419
-13330	446
-13265	416
-13200	416
-13136	453
-13072	461
-13008	439
-12944	434
-12880	461
-12816	488
-12752	472
-12688	493
-12624	468
-12560	471
-12496	519
-12432	495
-12368	558
-12304	564
-12240	527
-12176	529
-12112	495
-12048	526
-11984	524
-11920	534
-11856	567
-11792	518
-11728	611
-11664	612
-11600	526
-11536	591
-11472	574
-11408	574
-11344	573
-11280	606
-11216	600
-11152	633
-11088	635
-11024	634
-10960	650
-10896	664
-10832	644
-10768	690
-10704	670
-10640	698
-10576	726
-10512	723
-10448	717
-10384	704
-10320	737
-10256	753
-10192	713
-10128	716
-10064	768
-10000	753
-9936	755
-9872	796
-9808	807
-9744	784
-9680	799
-9616	798
-9552	790
-9488	799
-9424	864
-9360	877
-9296	859
-9232	803
-9168	826
-9104	804
-9040	886
-8976	865
-8912	814
-8848	909
-8784	947
-8720	908
-8656	933
-8592	971
-8528	940
-8464	908
-8400	949
-8336	945
-8272	993
-8208	933
-8144	988
-8080	1004
-8016	1003
-7952	1009
-7888	1079
-7824	989
-7760	1080
-7696	986
-7632	1067
-7568	1054
-7504	1018
-7440	1035
-7376	1089
-7312	1105
-7248	1073
-7184	1102
-7120	1117
-7056	1051
-6992	1075
-6928	1164
-6864	1165
-6800	1145
-6736	1204
-6672	1140
-6608	1174
-6544	1081
-6480	1130
-6416	1175
-6352	1175
-6288	1155
-6224	1131
-6160	1225
-6096	1253
-6032	1207
-5968	1222
-5904	1242
-5840	1309
-5776	1307
-5712	1297
-5648	1308
-5584	1286
-5520	1335
-5456	1356
-5392	1298
-5328	1394
-5264	1273
-5200	1380
-5136	1344
-5072	1343
-5008	1393
-4944	1328
-4880	1349
-4816	1332
-4752	1349
-4688	1368
-4624	1437
-4560	1329
-4496	1359
-4432	1409
-4368	1428
-4304	1421
-4240	1413
-4176	1364
-4112	1473
-4048	1492
-3984	1443
-3920	1353
-3856	1402
-3792	1436
-3728	1453
-3664	1442
-3600	1389
-3536	1501
-3472	1441
-3408	1472
-3344	1459
-3280	1454
-3216	1465
-3152	1478
-3088	1544
-3024	1514
-2960	1455
-2896	1526
-2832	1489
-2768	1511
-2704	1474
-2640	1483
-2576	1463
-2512	1561
-2448	1528
-2384	1551
-2320	1583
-2256	1617
-2192	1555
-2128	1572
-2064	1618
-2000	1537
-1936	1590
-1872	1492
-1808	1564
-1744	1481
-1680	1561
-1616	1657
-1552	1637
-1488	1615
-1424	1579
-1360	1592
-1296	1593
-1232	1589
-1168	1584
-1104	1633
-1040	1666
-976	1632
-912	1671
-848	1648
-784	1657
-720	1650
-656	1546
-592	1645
-528	1613
-464	1660
-400	1674
-336	1531
-272	1664
-208	1640
-144	1681
-80	1623
-16	1614
47	1648
111	1609
175	1588
239	1658
303	1691
367	1609
431	1622
495	1671
559	1583
623	1631
687	1586
751	1580
815	1619
879	1571
943	1682
1007	1584
1071	1556
1135	1598
1199	1627
1263	1611
1327	1530
1391	1698
1455	1671
1519	1562
1583	1600
1647	1643
1711	1600
1775	1536
1839	1571
1903	1565
1967	1727
2031	1673
2095	1655
2159	1576
2223	1563
2287	1540
2351	1636
2415	1578
2479	1576
2543	1569
2607	1588
2671	1557
2735	1562
2799	1568
2863	1566
2927	1566
2991	1502
3055	1514
3119	1516
3183	1568
3247	1575
3311	1590
3375	1515
3439	1525
3503	1444
3567	1474
3631	1514
3695	1516
3759	1538
3823	1440
3887	1445
3951	1438
4015	1425
4079	1414
4143	1494
4207	1452
4271	1483
4335	1430
4399	1387
4463	1433
4527	1450
4591	1370
4655	1391
4719	1425
4783	1386
4847	1337
4911	1424
4975	1372
5039	1311
5103	1331
5167	1415
5231	1338
5295	1330
5359	1336
5423	1368
5487	1273
5551	1289
5615	1331
5679	1290
5743	1340
5807	1289
5871	1317
5935	1296
5999	1245
6063	1269
6127	1275
6191	1227
6255	1152
6319	1207
6383	1179
6447	1212
6511	1187
6575	1153
6639	1150
6703	1223
6767	1125
6831	1129
6895	1135
6959	1102
7023	1159
7087	1117
7151	1073
7215	1069
7279	1078
7343	1125
7407	1082
7471	1059
7535	1097
7599	1101
7663	1059
7727	1001
7791	1034
7855	970
7919	998
7983	1045
8047	976
8111	1004
8175	974
8239	993
8303	987
8367	966
8431	962
8495	968
8559	927
8623	986
8687	925
8751	919
8815	933
8879	891
8943	869
9007	923
9071	885
9135	866
9199	912
9263	940
9327	874
9391	892
9455	840
9519	846
9583	814
9647	780
9711	793
9775	815
9839	786
9903	815
9967	756
10031	806
10095	758
10159	756
10223	741
10287	775
10351	751
10415	752
10479	721
10543	711
10607	754
10671	787
10735	715
10799	681
10863	654
10927	696
10991	678
11055	630
11119	670
11183	672
11247	628
11311	638
11375	631
11439	621
11503	630
11567	630
11632	646
11696	581
11760	612
11824	573
11888	552
11952	515
12016	539
12080	568
12144	609
12208	573
12272	569
12336	570
12400	521
12464	551
12528	514
12592	532
12656	528
12720	518
12784	480
12848	467
12912	485
12976	464
13040	471
13104	455
13168	447
13232	442
13296	437
13360	456
13425	456
13489	398
13553	408
13617	419
13681	384
13745	390
13809	421
13873	399
13937	377
14001	398
14065	371
14129	370
14193	374
14257	386
14321	364
14385	352
14449	313
14513	375
14577	333
14641	360
14705	332
14769	349
14833	310
14897	336
14961	296
15025	343
15090	311
15156	298
15223	269
15289	283
15354	283
15419	265
15483	294
15548	274
15612	269
15678	252
15743	275
15807	256
15872	274
15940	250
16005	241
16070	247
16134	234
16202	211
16269	226
16334	212
16399	226
16465	216
16531	247
16598	215
16665	224
16732	192
16797	209
16862	234
16930	223
16997	206
17061	222
17129	196
17196	206
17263	196
17329	191
17398	201
17465	209
17535	177
17604	186
17675	198
17747	172
17820	174
17895	147
17969	167
18041	155
18113	159
18182	171
18252	171
18324	150
18399	165
18476	167
18550	140
18625	132
18698	159
18769	47
18771	128
18840	167
18913	145
18987	153
19069	142
19148	134
19222	133
19303	135
19384	125
19462	135
19542	127
19621	128
19711	131
19800	126
19887	127
19972	117
20060	122
20146	119
20234	122
